660,LPnetlib,lp_qap12,3192,8856,38304
661,LPnetlib,lp_qap15,6330,22275,94950
662,LPnetlib,lp_qap8,912,1632,7296
663,LPnetlib,lp_recipe,91,204,687
664,LPnetlib,lp_sc105,105,163,340
665,LPnetlib,lp_sc205,205,317,665
666,LPnetlib,lp_sc50a,50,78,160
667,LPnetlib,lp_sc50b,50,78,148
668,LPnetlib,lp_scagr25,471,671,1725
669,LPnetlib,lp_scagr7,129,185,465
670,LPnetlib,lp_scfxm1,330,600,2732
671,LPnetlib,lp_scfxm2,660,1200,5469
672,LPnetlib,lp_scfxm3,990,1800,8206
673,LPnetlib,lp_scorpion,388,466,1534
674,LPnetlib,lp_scrs8,490,1275,3288
675,LPnetlib,lp_scsd1,77,760,2388
676,LPnetlib,lp_scsd6,147,1350,4316
677,LPnetlib,lp_scsd8,397,2750,8584
678,LPnetlib,lp_sctap1,300,660,1872
679,LPnetlib,lp_sctap2,1090,2500,7334
680,LPnetlib,lp_sctap3,1480,3340,9734
681,LPnetlib,lp_share1b,117,253,1179
682,LPnetlib,lp_share2b,96,162,777
683,LPnetlib,lp_shell,536,1777,3558
684,LPnetlib,lp_ship04l,402,2166,6380
685,LPnetlib,lp_ship04s,402,1506,4400
686,LPnetlib,lp_ship08l,778,4363,12882
687,LPnetlib,lp_ship08s,778,2467,7194
688,LPnetlib,lp_ship12l,1151,5533,16276
689,LPnetlib,lp_ship12s,1151,2869,8284
690,LPnetlib,lp_sierra,1227,2735,8001
691,LPnetlib,lp_stair,356,614,4003
692,LPnetlib,lp_standata,359,1274,3230
693,LPnetlib,lp_standgub,361,1383,3339
